country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Estonia,EST,1/7/2021,6632,,,1623,675,0.5,,,509,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/8/2021,7973,,,1341,784,0.6,,,591,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/9/2021,10197,,,2224,1099,0.77,,,828,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/10/2021,10749,,,552,1176,0.81,,,887,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/11/2021,10972,,,223,1205,0.83,,,908,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/12/2021,11896,,,924,1244,0.9,,,938,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/13/2021,13481,,,1585,1210,1.02,,,912,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/14/2021,14879,,,1398,1178,1.12,,,888,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/15/2021,16677,,,1798,1243,1.26,,,937,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/16/2021,17959,,,1282,1109,1.35,,,836,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/17/2021,18179,,,220,1061,1.37,,,800,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/18/2021,18275,,,96,1043,1.38,,,786,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/19/2021,19315,,,1040,1060,1.46,,,799,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/20/2021,20478,,,1163,1000,1.54,,,754,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/21/2021,21985,,,1507,1015,1.66,,,765,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/22/2021,24196,,,2211,1074,1.82,,,810,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/23/2021,25704,,,1508,1106,1.94,,,834,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/24/2021,25964,,,260,1112,1.96,,,838,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/25/2021,26126,,,162,1122,1.97,,,846,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/26/2021,27180,,,1054,1124,2.05,,,847,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/27/2021,29594,,,2414,1302,2.23,,,982,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/28/2021,31629,25415,6214,2035,1378,2.38,1.92,0.47,1039,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/29/2021,34019,26412,7607,2390,1403,2.56,1.99,0.57,1058,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/30/2021,37230,27633,9597,3211,1647,2.81,2.08,0.72,1242,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,1/31/2021,38055,27900,10155,825,1727,2.87,2.1,0.77,1302,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,2/1/2021,38594,28186,10408,539,1781,2.91,2.12,0.78,1343,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Estonia,EST,2/2/2021,40217,28907,11310,1623,1862,3.03,2.18,0.85,1404,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-2-veebruar-oopaevaga-lisandus-467-positiivset-testi
Faeroe Islands,FRO,1/29/2021,3994,3993,1,,,8.17,8.17,0,,Pfizer/BioNTech,Government of the Faeroe Islands,https://corona.fo/api
Finland,FIN,12/31/2020,1767,,,,,0.03,,,,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/1/2021,,,,,459,,,,83,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/2/2021,,,,,459,,,,83,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/3/2021,,,,,459,,,,83,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/4/2021,3604,,,,459,0.07,,,83,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/5/2021,5445,,,1841,736,0.1,,,133,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/6/2021,,,,,839,,,,151,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/7/2021,8155,,,,913,0.15,,,165,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/8/2021,11135,,,2980,1273,0.2,,,230,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/9/2021,,,,,1353,,,,244,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/10/2021,,,,,1433,,,,259,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/11/2021,14196,,,,1513,0.26,,,273,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/12/2021,17617,,,3421,1739,0.32,,,314,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/13/2021,23126,,,5509,2332,0.42,,,421,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/14/2021,33033,,,9907,3554,0.6,,,641,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/15/2021,43143,,,10110,4573,0.78,,,825,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/16/2021,,,,,4971,,,,897,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/17/2021,,,,,5369,,,,969,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/18/2021,54568,,,,5767,0.98,,,1041,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/19/2021,55824,,,1256,5458,1.01,,,985,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/20/2021,62061,,,6237,5562,1.12,,,1004,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/21/2021,78300,,,16239,6467,1.41,,,1167,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/22/2021,91260,,,12960,6874,1.65,,,1241,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/23/2021,,,,,7253,,,,1309,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/24/2021,,,,,7633,,,,1378,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/25/2021,110651,106098,4553,,8012,2,1.91,0.08,1446,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/26/2021,117007,110047,6960,6356,8740,2.11,1.99,0.13,1577,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/27/2021,126910,117555,9355,9903,9264,2.29,2.12,0.17,1672,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/28/2021,138323,127783,10540,11413,8575,2.5,2.31,0.19,1548,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/29/2021,151790,137551,14239,13467,8647,2.74,2.48,0.26,1561,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/30/2021,162277,144520,17757,10487,9222,2.93,2.61,0.32,1664,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,1/31/2021,,,,,8404,,,,1517,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2/1/2021,163760,145557,18203,,7587,2.96,2.63,0.33,1369,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2/2/2021,163973,145770,18203,213,6709,2.96,2.63,0.33,1211,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
France,FRA,12/27/2020,13,13,,,,0,0,,,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,12/28/2020,52,52,,39,39,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,12/29/2020,138,138,,86,62,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,12/30/2020,237,237,,99,75,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,12/31/2020,316,316,,79,76,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/1/2021,325,325,,9,62,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/2/2021,367,367,,42,59,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/3/2021,441,441,,74,61,0,0,,1,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/4/2021,1800,1800,,1359,250,0,0,,4,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/5/2021,6744,6744,,4944,944,0.01,0.01,,14,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/6/2021,17064,17064,,10320,2404,0.03,0.03,,35,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/7/2021,43282,43282,,26218,6138,0.06,0.06,,90,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/8/2021,76022,76022,,32740,10814,0.11,0.11,,159,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/9/2021,86315,86315,,10293,12278,0.13,0.13,,181,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/10/2021,91629,91629,,5314,13027,0.14,0.14,,192,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/11/2021,125412,125412,,33783,17659,0.18,0.18,,260,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/12/2021,179119,179119,,53707,24625,0.26,0.26,,363,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/13/2021,235786,235786,,56667,31246,0.35,0.35,,461,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/14/2021,306206,306206,,70420,37561,0.45,0.45,,554,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/15/2021,364846,364846,,58640,41261,0.54,0.54,,608,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/16/2021,382326,382326,,17480,42287,0.56,0.56,,623,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/17/2021,391910,391910,,9584,42897,0.58,0.58,,632,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/18/2021,468073,468073,,76163,48952,0.69,0.69,,722,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/19/2021,585735,585735,,117662,58088,0.86,0.86,,856,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/20/2021,708973,708973,,123238,67598,1.05,1.05,,997,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/21/2021,850380,850380,,141407,77739,1.25,1.25,,1146,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/22/2021,959716,959716,,109336,84981,1.41,1.41,,1253,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/23/2021,995147,995147,,35431,87546,1.47,1.47,,1291,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/24/2021,1003968,1003968,,8821,87437,1.48,1.48,,1289,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/25/2021,1075045,1075045,,71077,86710,1.58,1.58,,1278,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/26/2021,1171264,1165852,5412,96219,83647,1.73,1.72,0.01,1233,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/27/2021,1274711,1262972,11739,103447,80820,1.88,1.86,0.02,1191,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/28/2021,1396881,1372680,24201,122170,78072,2.06,2.02,0.04,1151,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/29/2021,1494643,1453325,41318,97762,76418,2.2,2.14,0.06,1127,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/30/2021,1525377,1479909,45468,30734,75747,2.25,2.18,0.07,1117,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,1/31/2021,1533630,1486493,47137,8253,75666,2.26,2.19,0.07,1115,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2/1/2021,1609072,1541079,67993,75442,76290,2.37,2.27,0.1,1125,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Germany,DEU,12/27/2020,23860,23860,,,,0.03,0.03,,,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,12/28/2020,43694,43694,,19834,19834,0.05,0.05,,237,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,12/29/2020,86940,86940,,43246,31540,0.1,0.1,,376,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,12/30/2020,144572,144572,,57632,40237,0.17,0.17,,480,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,12/31/2020,182631,182631,,38059,39693,0.22,0.22,,474,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,1/1/2021,207096,207096,,24465,36647,0.25,0.25,,437,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,1/2/2021,257663,257663,,50567,38967,0.31,0.31,,465,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,1/3/2021,282642,282642,,24979,36969,0.34,0.34,,441,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Germany,DEU,1/4/2021,331374,331374,,48732,41097,0.4,0.4,,491,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
